DMA	Date	UTC	City	Region	RegionAbbr	Subregion	Longitude	Latitude	DMA_Search	EST	US_Search	Search
Los Angeles CA	2023-02-26	2023-02-27 03:00:00	Los Angeles	California	CA	Los Angeles County	-118.24544999999992	34.05357000000004	1	2023-02-26 22:00:00	12	12
Tampa-St. Petersburg (Sarasota) FL	2023-02-26	2023-02-27 03:00:00	Venice	Florida	FL	Sarasota	-82.33603478982988	27.06972205172892	1	2023-02-26 22:00:00	12	12
Denver CO	2023-02-26	2023-02-27 03:00:00	Denver	Colorado	CO	City and County of Denver	-104.99201999999995	39.74001000000004	1	2023-02-26 22:00:00	12	12
New York NY	2023-02-26	2023-02-27 03:00:00	New York	New York	NY	New York County	-74.00711999999999	40.714540000000056	1	2023-02-26 22:00:00	12	12
Juneau AK	2023-02-27	2023-02-28 03:00:00	Juneau	Alaska	AK	City and Borough of Juneau	-134.40678999999994	58.29973000000008	91	2023-02-27 22:00:00	9	819
Fairbanks AK	2023-02-27	2023-02-28 03:00:00	Fairbanks	Alaska	AK	Fairbanks North Star Borough	-147.72209999999998	64.84525000000008	73	2023-02-27 22:00:00	9	657
Clarksburg-Weston WV	2023-02-27	2023-02-28 03:00:00	Clarksburg	West Virginia	WV	Harrison County	-80.34016999999993	39.27944000000008	100	2023-02-27 22:00:00	9	900
Mankato MN	2023-02-27	2023-02-28 03:00:00	Mankato	Minnesota	MN	Blue Earth County	-94.00240999999994	44.16740000000004	58	2023-02-27 22:00:00	9	522
Alexandria LA	2023-02-27	2023-02-28 03:00:00	Alexandria	Louisiana	LA	Rapides Parish	-92.44567999999998	31.312660000000047	55	2023-02-27 22:00:00	9	495
Washington DC (Hagerstown MD)	2023-02-26	2023-02-27 03:00:00	Hagerstown	Maryland	MD	Washington County	-77.72770017407683	39.64561007964432	1	2023-02-26 22:00:00	12	12
Jonesboro AR	2023-02-27	2023-02-28 03:00:00	Jonesboro	Arkansas	AR	Craighead County	-90.70506999999996	35.83525000000003	51	2023-02-27 22:00:00	9	459
Watertown NY	2023-02-27	2023-02-28 03:00:00	Watertown	New York	NY	Jefferson County	-75.91427999999996	43.97586000000008	66	2023-02-27 22:00:00	9	594
Miami-Ft. Lauderdale FL	2023-02-26	2023-02-27 03:00:00	Hialeah	Florida	FL	Miami-Dade County	-80.32568199999997	25.90754900000008	1	2023-02-26 22:00:00	12	12
Bangor ME	2023-02-27	2023-02-28 03:00:00	Bangor	Maine	ME	Penobscot County	-68.77076999999997	44.80171000000007	35	2023-02-27 22:00:00	9	315
Utica NY	2023-02-27	2023-02-28 03:00:00	Utica	New York	NY	Oneida County	-75.24257999999996	43.09589000000005	34	2023-02-27 22:00:00	9	306
Traverse City-Cadillac MI	2023-02-27	2023-02-28 03:00:00	Traverse City	Michigan	MI	Grand Traverse County	-85.59611399999993	44.743381000000056	40	2023-02-27 22:00:00	9	360
Rapid City SD	2023-02-27	2023-02-28 03:00:00	Rapid City	South Dakota	SD	Pennington County	-103.23079999999996	44.08146000000005	28	2023-02-27 22:00:00	9	252
Bend OR	2023-02-27	2023-02-28 03:00:00	Bend	Oregon	OR	Deschutes County	-121.31536999999996	44.05782000000005	26	2023-02-27 22:00:00	9	234
Rockford IL	2023-02-27	2023-02-28 03:00:00	Rockford	Illinois	IL	Winnebago County	-89.07739999999995	42.26690000000008	25	2023-02-27 22:00:00	9	225
Eureka CA	2023-02-27	2023-02-28 03:00:00	Eureka	California	CA	Humboldt County	-124.15952999999996	40.803270000000055	23	2023-02-27 22:00:00	9	207
Duluth MN-Superior WI	2023-02-27	2023-02-28 03:00:00	Duluth	Minnesota	MN	St. Louis County	-92.15246493953276	46.74651326018735	35	2023-02-27 22:00:00	9	315
Boise ID	2023-02-27	2023-02-28 03:00:00	Boise	Idaho	ID	Ada County	-116.19339999999994	43.60764000000007	20	2023-02-27 22:00:00	9	180
Dothan AL	2023-02-27	2023-02-28 03:00:00	Dothan	Alabama	AL	Houston County	-85.39336999999993	31.223250000000064	19	2023-02-27 22:00:00	9	171
Harrisonburg VA	2023-02-27	2023-02-28 03:00:00	Harrisonburg	Virginia	VA	City of Harrisonburg	-78.86969999999997	38.45163000000008	20	2023-02-27 22:00:00	9	180
Charleston SC	2023-02-27	2023-02-28 03:00:00	Charleston	South Carolina	SC	Charleston County	-79.93159999999993	32.781150000000025	17	2023-02-27 22:00:00	9	153
Rochester NY	2023-02-27	2023-02-28 03:00:00	Rochester	New York	NY	Monroe County	-77.61631999999997	43.155800000000056	17	2023-02-27 22:00:00	9	153
Greenwood-Greenville MS	2023-02-27	2023-02-28 03:00:00	Greenwood	Maine	ME	Oxford County	-70.67390999999998	44.336660000000045	38	2023-02-27 22:00:00	9	342
Sioux City IA	2023-02-27	2023-02-28 03:00:00	Sioux City	Iowa	IA	Woodbury County	-96.42085999999992	42.499900000000025	15	2023-02-27 22:00:00	9	135
Missoula MT	2023-02-27	2023-02-28 03:00:00	Missoula	Montana	MT	Missoula County	-113.99624999999996	46.872780000000034	15	2023-02-27 22:00:00	9	135
Yuma AZ-El Centro CA	2023-02-27	2023-02-28 03:00:00	Yuma	Arizona	AZ	Yuma County	-114.52700001398428	32.700765006104845	17	2023-02-27 22:00:00	9	153
Lansing MI	2023-02-27	2023-02-28 03:00:00	Lansing	Michigan	MI	Ingham County	-84.55224999999997	42.73194000000007	13	2023-02-27 22:00:00	9	117
Mobile AL-Pensacola (Ft. Walton Beach) FL	2023-02-27	2023-02-28 03:00:00	Fort Walton Beach	Florida	FL	Okaloosa County	-86.61529999999999	30.40424000000008	15	2023-02-27 22:00:00	9	135
Monroe LA-El Dorado AR	2023-02-27	2023-02-28 03:00:00	Monroe	Ohio	OH	Preble County	-84.67633999999998	39.88727000000006	15	2023-02-27 22:00:00	9	135
Macon GA	2023-02-27	2023-02-28 03:00:00	Macon	Georgia	GA	Bibb County	-83.62801999999994	32.83994000000007	13	2023-02-27 22:00:00	9	117
Biloxi-Gulfport MS	2023-02-27	2023-02-28 03:00:00	Gulfport	Mississippi	MS	Harrison County	-89.09188999999996	30.38032000000004	11	2023-02-27 22:00:00	9	99
Joplin MO-Pittsburg KS	2023-02-27	2023-02-28 03:00:00	Pittsburg	Kansas	KS	Crawford County	-94.70037000938336	37.41058500363053	13	2023-02-27 22:00:00	9	117
Topeka KS	2023-02-27	2023-02-28 03:00:00	Topeka	Kansas	KS	Shawnee County	-95.67117999999992	39.04928000000008	11	2023-02-27 22:00:00	9	99
Des Moines-Ames IA	2023-02-27	2023-02-28 03:00:00	Ames	Iowa	IA	Story County	-93.60973762720616	42.02379006704694	12	2023-02-27 22:00:00	9	108
Augusta GA	2023-02-27	2023-02-28 03:00:00	Augusta	Georgia	GA	Richmond County	-81.97518999999994	33.47935000000007	10	2023-02-27 22:00:00	9	90
Corpus Christi TX	2023-02-27	2023-02-28 03:00:00	Corpus Christi	Texas	TX	Nueces County	-97.40389	27.79641000000004	9	2023-02-27 22:00:00	9	81
Greensboro-High Point-Winston Salem NC	2023-02-27	2023-02-28 03:00:00	Township of Friendship	North Carolina	NC	Guilford County	-79.93700999999999	36.106130000000064	13	2023-02-27 22:00:00	9	117
Fargo-Valley City ND	2023-02-27	2023-02-28 03:00:00	Valley City	North Dakota	ND	Barnes County	-98.00225999999996	46.92335000000002	9	2023-02-27 22:00:00	9	81
Detroit MI	2023-02-27	2023-02-28 03:00:00	Detroit	Michigan	MI	Wayne County	-83.04799999999993	42.33168000000006	6	2023-02-27 22:00:00	9	54
Springfield-Holyoke MA	2023-02-27	2023-02-28 03:00:00	Holyoke	Massachusetts	MA	Hampden County	-72.60820699999994	42.206154000000026	11	2023-02-27 22:00:00	9	99
Savannah GA	2023-02-27	2023-02-28 03:00:00	Savannah	Georgia	GA	Chatham County	-81.09118999999998	32.080910000000074	6	2023-02-27 22:00:00	9	54
Cincinnati OH	2023-02-27	2023-02-28 03:00:00	Cincinnati	Ohio	OH	Hamilton County	-84.51438999999993	39.12711000000007	6	2023-02-27 22:00:00	9	54
Pittsburgh PA	2023-02-27	2023-02-28 03:00:00	Pittsburgh	Pennsylvania	PA	Allegheny County	-79.99733999999995	40.43851000000007	6	2023-02-27 22:00:00	9	54
Greenville-New Bern-Washington NC	2023-02-27	2023-02-28 03:00:00	Greenville	Mississippi	MS	Washington	-91.03777999999994	33.398960000000045	10	2023-02-27 22:00:00	9	90
Lexington KY	2023-02-27	2023-02-28 03:00:00	Lexington	Kentucky	KY	Fayette County	-84.50032	38.04859000000005	6	2023-02-27 22:00:00	9	54
Peoria-Bloomington IL	2023-02-27	2023-02-28 03:00:00	Bloomington	Illinois	IL	McLean County	-88.99772999999999	40.485460000000046	6	2023-02-27 22:00:00	9	54
Tri-Cities TN-VA	2023-02-27	2023-02-28 03:00:00		Tennessee	TN	Sullivan County	-82.35488999999995	36.517360000000046	5	2023-02-27 22:00:00	9	45
Spokane WA	2023-02-27	2023-02-28 03:00:00	Spokane	Washington	WA	Spokane County	-117.41161999999996	47.65726000000007	5	2023-02-27 22:00:00	9	45
La Crosse-Eau Claire WI	2023-02-27	2023-02-28 03:00:00	Eau Claire	Wisconsin	WI	Eau Claire County	-91.46198630354552	44.76897105875712	8	2023-02-27 22:00:00	9	72
Charleston-Huntington WV	2023-02-27	2023-02-28 03:00:00	Huntington	West Virginia	WV	Cabell County	-82.41917368177556	38.41415102368572	5	2023-02-27 22:00:00	9	45
Richmond-Petersburg VA	2023-02-27	2023-02-28 03:00:00	Petersburg	Virginia	VA	City of Petersburg	-77.3686188360574	37.23828377309041	5	2023-02-27 22:00:00	9	45
Syracuse NY	2023-02-27	2023-02-28 03:00:00	Syracuse	New York	NY	Onondaga County	-76.14737999999994	43.05042000000003	4	2023-02-27 22:00:00	9	36
Harrisburg-Lancaster-Lebanon-York PA	2023-02-27	2023-02-28 03:00:00	Lancaster	Pennsylvania	PA	Lancaster County	-76.31562127523881	40.0488282379337	5	2023-02-27 22:00:00	9	45
Toledo OH	2023-02-27	2023-02-28 03:00:00	Toledo	Ohio	OH	Lucas County	-83.53673999999995	41.65404000000007	4	2023-02-27 22:00:00	9	36
Memphis TN	2023-02-27	2023-02-28 03:00:00	Memphis	Tennessee	TN	Shelby County	-90.04924999999997	35.14976000000007	4	2023-02-27 22:00:00	9	36
Tulsa OK	2023-02-27	2023-02-28 03:00:00	Tulsa	Oklahoma	OK	Tulsa County	-95.99352	36.15011000000004	4	2023-02-27 22:00:00	9	36
Colorado Springs-Pueblo CO	2023-02-27	2023-02-28 03:00:00	Pueblo	Colorado	CO	Pueblo County	-104.62503708798616	38.25672401970372	4	2023-02-27 22:00:00	9	36
Tucson (Sierra Vista) AZ	2023-02-27	2023-02-28 03:00:00	Sierra Vista	Arizona	AZ	Cochise County	-110.27467999999998	31.56942000000004	5	2023-02-27 22:00:00	9	45
Kansas City MO	2023-02-27	2023-02-28 03:00:00	Kansas City	Missouri	MO	Jackson County	-94.58310999999996	39.10344000000004	4	2023-02-27 22:00:00	9	36
El Paso TX	2023-02-27	2023-02-28 03:00:00	El Paso	Texas	TX	El Paso County	-106.48748999999998	31.759160000000065	4	2023-02-27 22:00:00	9	36
Cleveland-Akron (Canton) OH	2023-02-27	2023-02-28 03:00:00	Canton	Ohio	OH	Stark County	-81.38800503285043	40.77287999716256	4	2023-02-27 22:00:00	9	36
Philadelphia PA	2023-02-27	2023-02-28 03:00:00	Philadelphia	Pennsylvania	PA	Philadelphia County	-75.16217999999996	39.95222000000008	3	2023-02-27 22:00:00	9	27
Salt Lake City UT	2023-02-27	2023-02-28 03:00:00	Salt Lake City	Utah	UT	Salt Lake County	-111.88822	40.76031000000006	3	2023-02-27 22:00:00	9	27
Indianapolis IN	2023-02-27	2023-02-28 03:00:00	Indianapolis	Indiana	IN	Marion County	-86.15011999999997	39.766910000000045	3	2023-02-27 22:00:00	9	27
Phoenix AZ	2023-02-27	2023-02-28 03:00:00	Phoenix	Arizona	AZ	Maricopa County	-112.07579999999996	33.44825000000003	3	2023-02-27 22:00:00	9	27
Green Bay-Appleton WI	2023-02-27	2023-02-28 03:00:00	Appleton	Wisconsin	WI	Outagamie County	-88.38496613956664	44.26672407622406	4	2023-02-27 22:00:00	9	36
Minneapolis-St. Paul MN	2023-02-27	2023-02-28 03:00:00	Saint Paul	Minnesota	MN	Hennepin County	-93.19663999999992	44.87207000000007	2	2023-02-27 22:00:00	9	18
Albany-Schenectady-Troy NY	2023-02-27	2023-02-28 03:00:00	Schenectady	New York	NY	Schenectady County	-73.85410778560362	42.782520346101855	3	2023-02-27 22:00:00	9	27
Hartford & New Haven CT	2023-02-27	2023-02-28 03:00:00	Plainville	Connecticut	CT	Hartford County	-72.88918499503713	41.686260009504046	4	2023-02-27 22:00:00	9	36
Raleigh-Durham (Fayetteville) NC	2023-02-27	2023-02-28 03:00:00	Raleigh	North Carolina	NC	Wake County	-78.71118521154975	35.64201403788981	2	2023-02-27 22:00:00	9	18
Chicago IL	2023-02-27	2023-02-28 03:00:00	Chicago	Illinois	IL	Cook County	-87.63244999999995	41.88425000000007	2	2023-02-27 22:00:00	9	18
Grand Rapids-Kalamazoo-Battle Creek MI	2023-02-27	2023-02-28 03:00:00	Battle Creek	Michigan	MI	Calhoun County	-85.18682211214454	42.32892060475615	2	2023-02-27 22:00:00	9	18
Portland OR	2023-02-27	2023-02-28 03:00:00	Portland	Oregon	OR	Multnomah County	-122.67562999999996	45.51179000000008	2	2023-02-27 22:00:00	9	18
Austin TX	2023-02-27	2023-02-28 03:00:00	Austin	Texas	TX	Travis County	-97.74298999999996	30.26759000000004	2	2023-02-27 22:00:00	9	18
Columbus OH	2023-02-27	2023-02-28 03:00:00	Columbus	Ohio	OH	Franklin County	-83.00274999999993	39.96199000000007	2	2023-02-27 22:00:00	9	18
Charlotte NC	2023-02-27	2023-02-28 03:00:00	Charlotte	North Carolina	NC	Mecklenburg County	-80.83795999999995	35.222860000000026	2	2023-02-27 22:00:00	9	18
Denver CO	2023-02-27	2023-02-28 03:00:00	Denver	Colorado	CO	City and County of Denver	-104.99201999999995	39.74001000000004	2	2023-02-27 22:00:00	9	18
Los Angeles CA	2023-02-27	2023-02-28 03:00:00	Los Angeles	California	CA	Los Angeles County	-118.24544999999992	34.05357000000004	2	2023-02-27 22:00:00	9	18
St. Louis MO	2023-02-27	2023-02-28 03:00:00	St Louis	Missouri	MO	City of St. Louis	-90.19955999999996	38.62775000000005	1	2023-02-27 22:00:00	9	9
San Antonio TX	2023-02-27	2023-02-28 03:00:00	San Antonio	Texas	TX	Bexar County	-98.49460999999997	29.42458000000005	1	2023-02-27 22:00:00	9	9
Atlanta GA	2023-02-27	2023-02-28 03:00:00	Atlanta	Georgia	GA	Fulton County	-84.39110999999998	33.74831000000006	1	2023-02-27 22:00:00	9	9
San Diego CA	2023-02-27	2023-02-28 03:00:00	San Diego	California	CA	San Diego County	-117.16170999999996	32.71568000000008	1	2023-02-27 22:00:00	9	9
West Palm Beach-Ft. Pierce FL	2023-02-27	2023-02-28 03:00:00	Port Saint Lucie	Florida	FL	St. Lucie County	-80.31280254736411	27.265637995158247	2	2023-02-27 22:00:00	9	18
New York NY	2023-02-27	2023-02-28 03:00:00	New York	New York	NY	New York County	-74.00711999999999	40.714540000000056	1	2023-02-27 22:00:00	9	9
Seattle-Tacoma WA	2023-02-27	2023-02-28 03:00:00	Lakewood	Washington	WA	Pierce County	-122.50740001094871	47.146779998273935	1	2023-02-27 22:00:00	9	9
Tampa-St. Petersburg (Sarasota) FL	2023-02-27	2023-02-28 03:00:00	Venice	Florida	FL	Sarasota	-82.33603478982988	27.06972205172892	1	2023-02-27 22:00:00	9	9
Dallas-Ft. Worth TX	2023-02-27	2023-02-28 03:00:00	Dallas	Texas	TX	Tarrant County	-97.03982999999994	32.889850000000024	1	2023-02-27 22:00:00	9	9
Washington DC (Hagerstown MD)	2023-02-27	2023-02-28 03:00:00	Hagerstown	Maryland	MD	Washington County	-77.72770017407683	39.64561007964432	1	2023-02-27 22:00:00	9	9
Houston TX	2023-02-27	2023-02-28 03:00:00	Houston	Texas	TX	Harris County	-95.36951999999997	29.760780000000068	1	2023-02-27 22:00:00	9	9
Parkersburg WV	2023-02-28	2023-03-01 03:00:00	Parkersburg	West Virginia	WV	Wood County	-81.55856999999997	39.26372000000004	100	2023-02-28 22:00:00	9	900
Boston MA-Manchester NH	2023-02-27	2023-02-28 03:00:00	Manchester	New Hampshire	NH	Hillsborough County	-71.47493182459515	43.029593346961455	1	2023-02-27 22:00:00	9	9
Casper-Riverton WY	2023-02-28	2023-03-01 03:00:00	Riverton	Wyoming	WY	Fremont County	-108.36304766184284	43.0829585806312	94	2023-02-28 22:00:00	9	846
Orlando-Daytona Beach-Melbourne FL	2023-02-27	2023-02-28 03:00:00	Melbourne	Florida	FL	Brevard County	-80.66641210933265	28.08223636700527	1	2023-02-27 22:00:00	9	9
Zanesville OH	2023-02-28	2023-03-01 03:00:00	Zanesville	Ohio	OH	Muskingum County	-82.00138999999997	39.940540000000055	75	2023-02-28 22:00:00	9	675
Mankato MN	2023-02-28	2023-03-01 03:00:00	Mankato	Minnesota	MN	Blue Earth County	-94.00240999999994	44.16740000000004	37	2023-02-28 22:00:00	9	333
St. Joseph MO	2023-02-28	2023-03-01 03:00:00	St Joseph	Missouri	MO	Buchanan County	-94.85607	39.76660000000004	56	2023-02-28 22:00:00	9	504
Bend OR	2023-02-28	2023-03-01 03:00:00	Bend	Oregon	OR	Deschutes County	-121.31536999999996	44.05782000000005	36	2023-02-28 22:00:00	9	324
Elmira NY	2023-02-28	2023-03-01 03:00:00	Elmira	New York	NY	Chemung County	-76.79892999999998	42.090640000000064	35	2023-02-28 22:00:00	9	315
Panama City FL	2023-02-28	2023-03-01 03:00:00	Panama City	Florida	FL	Bay County	-85.66033	30.15987000000007	32	2023-02-28 22:00:00	9	288
Youngstown OH	2023-02-28	2023-03-01 03:00:00	Youngstown	Ohio	OH	Mahoning County	-80.65078999999997	41.098100000000045	28	2023-02-28 22:00:00	9	252
San Francisco-Oakland-San Jose CA	2023-02-27	2023-02-28 03:00:00	Emeryville	California	CA	Alameda County	-122.3006560569526	37.84698441327769	1	2023-02-27 22:00:00	9	9
Quincy IL-Hannibal MO-Keokuk IA	2023-02-28	2023-03-01 03:00:00	Hannibal	Missouri	MO	Marion County	-91.35317499346712	39.70032500321992	33	2023-02-28 22:00:00	9	297
Terre Haute IN	2023-02-28	2023-03-01 03:00:00	Terre Haute	Indiana	IN	Vigo County	-87.41300999999999	39.46649000000008	21	2023-02-28 22:00:00	9	189
Utica NY	2023-02-28	2023-03-01 03:00:00	Utica	New York	NY	Oneida County	-75.24257999999996	43.09589000000005	21	2023-02-28 22:00:00	9	189
Corpus Christi TX	2023-02-28	2023-03-01 03:00:00	Corpus Christi	Texas	TX	Nueces County	-97.40389	27.79641000000004	20	2023-02-28 22:00:00	9	180
Lexington KY	2023-02-28	2023-03-01 03:00:00	Lexington	Kentucky	KY	Fayette County	-84.50032	38.04859000000005	19	2023-02-28 22:00:00	9	171
Madison WI	2023-02-28	2023-03-01 03:00:00	Madison	Wisconsin	WI	Dane County	-89.38643999999994	43.07313000000005	18	2023-02-28 22:00:00	9	162
Minot-Bismarck-Dickinson(Williston) ND	2023-02-28	2023-03-01 03:00:00	Williston	North Dakota	ND	Williams County	-103.62186999999994	48.14704000000006	23	2023-02-28 22:00:00	9	207
Tri-Cities TN-VA	2023-02-28	2023-03-01 03:00:00		Tennessee	TN	Sullivan County	-82.35488999999995	36.517360000000046	19	2023-02-28 22:00:00	9	171
Grand Junction-Montrose CO	2023-02-28	2023-03-01 03:00:00	Olathe	Colorado	CO	Montrose	-107.977821651081	38.60269263319038	22	2023-02-28 22:00:00	9	198
Binghamton NY	2023-02-28	2023-03-01 03:00:00	Binghamton	New York	NY	Broome County	-75.91128999999995	42.09871000000004	16	2023-02-28 22:00:00	9	144
Sherman TX-Ada OK	2023-02-28	2023-03-01 03:00:00	Sherman	Texas	TX	Grayson County	-96.60912999999992	33.63604000000004	18	2023-02-28 22:00:00	9	162
Peoria-Bloomington IL	2023-02-28	2023-03-01 03:00:00	Bloomington	Illinois	IL	McLean County	-88.99772999999999	40.485460000000046	15	2023-02-28 22:00:00	9	135
Amarillo TX	2023-02-28	2023-03-01 03:00:00	Amarillo	Texas	TX	Potter County	-101.83388999999994	35.207250000000045	14	2023-02-28 22:00:00	9	126
Tampa-St. Petersburg (Sarasota) FL	2023-02-28	2023-03-01 03:00:00	Venice	Florida	FL	Sarasota	-82.33603478982988	27.06972205172892	16	2023-02-28 22:00:00	9	144
Columbus GA	2023-02-28	2023-03-01 03:00:00	Columbus	Georgia	GA	Muscogee County	-84.98756999999993	32.46288000000004	14	2023-02-28 22:00:00	9	126
Duluth MN-Superior WI	2023-02-28	2023-03-01 03:00:00	Duluth	Minnesota	MN	St. Louis County	-92.15246493953276	46.74651326018735	14	2023-02-28 22:00:00	9	126
Monterey-Salinas CA	2023-02-28	2023-03-01 03:00:00	Salinas	California	CA	Monterey	-121.65482999999992	36.67087000000004	11	2023-02-28 22:00:00	9	99
Lafayette LA	2023-02-28	2023-03-01 03:00:00	Lafayette	Louisiana	LA	Lafayette Parish	-92.01704999999998	30.220320000000072	13	2023-02-28 22:00:00	9	117
Roanoke-Lynchburg VA	2023-02-28	2023-03-01 03:00:00	Vinton	Virginia	VA	Roanoke County	-79.89874899999995	37.28095200000007	11	2023-02-28 22:00:00	9	99
Albuquerque-Santa Fe NM	2023-02-28	2023-03-01 03:00:00	Albuquerque	New Mexico	NM	Bernalillo County	-106.57998499999997	35.088640000000055	11	2023-02-28 22:00:00	9	99
Cleveland-Akron (Canton) OH	2023-02-28	2023-03-01 03:00:00	Canton	Ohio	OH	Stark County	-81.38800503285043	40.77287999716256	10	2023-02-28 22:00:00	9	90
Dayton OH	2023-02-28	2023-03-01 03:00:00	Dayton	Ohio	OH	Montgomery County	-84.19380999999998	39.75920000000008	10	2023-02-28 22:00:00	9	90
Traverse City-Cadillac MI	2023-02-28	2023-03-01 03:00:00	Traverse City	Michigan	MI	Grand Traverse County	-85.59611399999993	44.743381000000056	10	2023-02-28 22:00:00	9	90
Champaign & Springfield-Decatur IL	2023-02-28	2023-03-01 03:00:00	Springfield	Illinois	IL	Sangamon County	-89.64715339040946	39.837449984549295	16	2023-02-28 22:00:00	9	144
Lincoln & Hastings-Kearney NE	2023-02-28	2023-03-01 03:00:00	Hastings	Nebraska	NE	Adams County	-98.38526599999992	40.616719000000046	10	2023-02-28 22:00:00	9	90
Greensboro-High Point-Winston Salem NC	2023-02-28	2023-03-01 03:00:00	Township of Friendship	North Carolina	NC	Guilford County	-79.93700999999999	36.106130000000064	10	2023-02-28 22:00:00	9	90
South Bend-Elkhart IN	2023-02-28	2023-03-01 03:00:00	Elkhart	Indiana	IN	Elkhart County	-85.99435542791646	41.67823591497595	9	2023-02-28 22:00:00	9	81
Portland-Auburn ME	2023-02-28	2023-03-01 03:00:00	Auburn	Maine	ME	Androscoggin County	-70.28306819934934	44.021514101683046	9	2023-02-28 22:00:00	9	81
Ft. Myers-Naples FL	2023-02-28	2023-03-01 03:00:00	Fort Myers	Florida	FL	Lee County	-81.87043099999994	26.52099800000008	9	2023-02-28 22:00:00	9	81
Charlottesville VA	2023-02-28	2023-03-01 03:00:00	Charlottesville	Virginia	VA	City of Charlottesville	-78.47755999999998	38.032130000000045	8	2023-02-28 22:00:00	9	72
Johnstown-Altoona PA	2023-02-28	2023-03-01 03:00:00	Altoona	Pennsylvania	PA	Blair County	-78.32129695025407	40.52020954635128	9	2023-02-28 22:00:00	9	81
Fresno-Visalia CA	2023-02-28	2023-03-01 03:00:00	Farmersville	California	CA	Tulare County	-119.21050998885028	36.29238015215397	8	2023-02-28 22:00:00	9	72
