DMA	Date	UTC	City	Region	RegionAbbr	Subregion	Longitude	Latitude	DMA_Search	EST	US_Search	Search
Huntsville-Decatur (Florence) AL	2023-02-24	2023-02-25 03:00:00	Florence	Alabama	AL	Lauderdale County	-87.60946000814877	34.835329994016945	2	2023-02-24 22:00:00	14	28
Palm Springs CA	2023-02-24	2023-02-25 03:00:00	Palm Springs	California	CA	Riverside County	-116.51195999999996	33.823210000000074	2	2023-02-24 22:00:00	14	28
Charlottesville VA	2023-02-24	2023-02-25 03:00:00	Charlottesville	Virginia	VA	City of Charlottesville	-78.47755999999998	38.032130000000045	2	2023-02-24 22:00:00	14	28
Peoria-Bloomington IL	2023-02-24	2023-02-25 03:00:00	Bloomington	Illinois	IL	McLean County	-88.99772999999999	40.485460000000046	2	2023-02-24 22:00:00	14	28
Bangor ME	2023-02-24	2023-02-25 03:00:00	Bangor	Maine	ME	Penobscot County	-68.77076999999997	44.80171000000007	2	2023-02-24 22:00:00	14	28
Des Moines-Ames IA	2023-02-24	2023-02-25 03:00:00	Ames	Iowa	IA	Story County	-93.60973762720616	42.02379006704694	2	2023-02-24 22:00:00	14	28
Tallahassee FL-Thomasville GA	2023-02-24	2023-02-25 03:00:00	Thomasville	Georgia	GA	Thomas County	-83.98791044156097	30.68477418710404	2	2023-02-24 22:00:00	14	28
Knoxville TN	2023-02-24	2023-02-25 03:00:00	Knoxville	Tennessee	TN	Knox County	-83.92102999999997	35.960680000000025	2	2023-02-24 22:00:00	14	28
Topeka KS	2023-02-24	2023-02-25 03:00:00	Topeka	Kansas	KS	Shawnee County	-95.67117999999992	39.04928000000008	2	2023-02-24 22:00:00	14	28
La Crosse-Eau Claire WI	2023-02-24	2023-02-25 03:00:00	Eau Claire	Wisconsin	WI	Eau Claire County	-91.46198630354552	44.76897105875712	2	2023-02-24 22:00:00	14	28
Charleston SC	2023-02-24	2023-02-25 03:00:00	Charleston	South Carolina	SC	Charleston County	-79.93159999999993	32.781150000000025	2	2023-02-24 22:00:00	14	28
Dayton OH	2023-02-24	2023-02-25 03:00:00	Dayton	Ohio	OH	Montgomery County	-84.19380999999998	39.75920000000008	2	2023-02-24 22:00:00	14	28
Champaign & Springfield-Decatur IL	2023-02-24	2023-02-25 03:00:00	Springfield	Illinois	IL	Sangamon County	-89.64715339040946	39.837449984549295	2	2023-02-24 22:00:00	14	28
Colorado Springs-Pueblo CO	2023-02-24	2023-02-25 03:00:00	Pueblo	Colorado	CO	Pueblo County	-104.62503708798616	38.25672401970372	2	2023-02-24 22:00:00	14	28
Toledo OH	2023-02-24	2023-02-25 03:00:00	Toledo	Ohio	OH	Lucas County	-83.53673999999995	41.65404000000007	1	2023-02-24 22:00:00	14	14
Monterey-Salinas CA	2023-02-24	2023-02-25 03:00:00	Salinas	California	CA	Monterey	-121.65482999999992	36.67087000000004	1	2023-02-24 22:00:00	14	14
Santa Barbara-Santa Maria-San Luis Obispo CA	2023-02-24	2023-02-25 03:00:00	Santa Maria	California	CA	Santa Barbara	-120.42950467295438	34.910408369906094	2	2023-02-24 22:00:00	14	28
Macon GA	2023-02-24	2023-02-25 03:00:00	Macon	Georgia	GA	Bibb County	-83.62801999999994	32.83994000000007	1	2023-02-24 22:00:00	14	14
Yakima-Pasco-Richland-Kennewick WA	2023-02-24	2023-02-25 03:00:00	Finley	Washington	WA	Benton County	-119.06973	46.17291000000006	1	2023-02-24 22:00:00	14	14
Charleston-Huntington WV	2023-02-24	2023-02-25 03:00:00	Huntington	West Virginia	WV	Cabell County	-82.41917368177556	38.41415102368572	1	2023-02-24 22:00:00	14	14
Springfield MO	2023-02-24	2023-02-25 03:00:00	Springfield	Missouri	MO	Greene County	-93.29159	37.20897000000008	1	2023-02-24 22:00:00	14	14
Tulsa OK	2023-02-24	2023-02-25 03:00:00	Tulsa	Oklahoma	OK	Tulsa County	-95.99352	36.15011000000004	1	2023-02-24 22:00:00	14	14
Davenport IA-Rock Island-Moline IL	2023-02-24	2023-02-25 03:00:00	Rock Island	Illinois	IL	Rock Island County	-90.56147216099428	41.51765714151991	1	2023-02-24 22:00:00	14	14
Spokane WA	2023-02-24	2023-02-25 03:00:00	Spokane	Washington	WA	Spokane County	-117.41161999999996	47.65726000000007	1	2023-02-24 22:00:00	14	14
Houston TX	2023-02-24	2023-02-25 03:00:00	Houston	Texas	TX	Harris County	-95.36951999999997	29.760780000000068	1	2023-02-24 22:00:00	14	14
Lincoln & Hastings-Kearney NE	2023-02-24	2023-02-25 03:00:00	Hastings	Nebraska	NE	Adams County	-98.38526599999992	40.616719000000046	1	2023-02-24 22:00:00	14	14
St. Louis MO	2023-02-24	2023-02-25 03:00:00	St Louis	Missouri	MO	City of St. Louis	-90.19955999999996	38.62775000000005	1	2023-02-24 22:00:00	14	14
Louisville KY	2023-02-24	2023-02-25 03:00:00	Louisville	Kentucky	KY	Jefferson County	-85.76665999999993	38.254890000000046	1	2023-02-24 22:00:00	14	14
Augusta GA	2023-02-24	2023-02-25 03:00:00	Augusta	Georgia	GA	Richmond County	-81.97518999999994	33.47935000000007	1	2023-02-24 22:00:00	14	14
Pittsburgh PA	2023-02-24	2023-02-25 03:00:00	Pittsburgh	Pennsylvania	PA	Allegheny County	-79.99733999999995	40.43851000000007	1	2023-02-24 22:00:00	14	14
Flint-Saginaw-Bay City MI	2023-02-24	2023-02-25 03:00:00	Bay City	Michigan	MI	Bay County	-83.88930356131523	43.59577191183817	1	2023-02-24 22:00:00	14	14
Chattanooga TN	2023-02-24	2023-02-25 03:00:00	Chattanooga	Tennessee	TN	Hamilton County	-85.30946999999996	35.04672000000005	1	2023-02-24 22:00:00	14	14
El Paso TX	2023-02-24	2023-02-25 03:00:00	El Paso	Texas	TX	El Paso County	-106.48748999999998	31.759160000000065	1	2023-02-24 22:00:00	14	14
Tyler-Longview(Lufkin & Nacogdoches) TX	2023-02-24	2023-02-25 03:00:00	Nacogdoches	Texas	TX	Nacogdoches County	-94.65589999999996	31.60378000000003	1	2023-02-24 22:00:00	14	14
Savannah GA	2023-02-24	2023-02-25 03:00:00	Savannah	Georgia	GA	Chatham County	-81.09118999999998	32.080910000000074	1	2023-02-24 22:00:00	14	14
Ft. Smith-Fayetteville-Springdale-Rogers AR	2023-02-24	2023-02-25 03:00:00	Springdale	Arkansas	AR	Washington County	-94.1037260045514	36.17115248366951	1	2023-02-24 22:00:00	14	14
Charlotte NC	2023-02-24	2023-02-25 03:00:00	Charlotte	North Carolina	NC	Mecklenburg County	-80.83795999999995	35.222860000000026	1	2023-02-24 22:00:00	14	14
Wilkes Barre-Scranton PA	2023-02-24	2023-02-25 03:00:00	Pittston	Pennsylvania	PA	Luzerne County	-75.72943999999995	41.33717000000007	1	2023-02-24 22:00:00	14	14
Cleveland-Akron (Canton) OH	2023-02-24	2023-02-25 03:00:00	Canton	Ohio	OH	Stark County	-81.38800503285043	40.77287999716256	1	2023-02-24 22:00:00	14	14
Omaha NE	2023-02-24	2023-02-25 03:00:00	Omaha	Nebraska	NE	Douglas County	-95.94025999999997	41.26068000000004	1	2023-02-24 22:00:00	14	14
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL	2023-02-24	2023-02-25 03:00:00	Mt Vernon	Illinois	IL	Jefferson County	-88.90363999999995	38.31728000000004	1	2023-02-24 22:00:00	14	14
Indianapolis IN	2023-02-24	2023-02-25 03:00:00	Indianapolis	Indiana	IN	Marion County	-86.15011999999997	39.766910000000045	1	2023-02-24 22:00:00	14	14
Harrisburg-Lancaster-Lebanon-York PA	2023-02-24	2023-02-25 03:00:00	Lancaster	Pennsylvania	PA	Lancaster County	-76.31562127523881	40.0488282379337	1	2023-02-24 22:00:00	14	14
Greenville-New Bern-Washington NC	2023-02-24	2023-02-25 03:00:00	Greenville	Mississippi	MS	Washington	-91.03777999999994	33.398960000000045	1	2023-02-24 22:00:00	14	14
Austin TX	2023-02-24	2023-02-25 03:00:00	Austin	Texas	TX	Travis County	-97.74298999999996	30.26759000000004	1	2023-02-24 22:00:00	14	14
Kansas City MO	2023-02-24	2023-02-25 03:00:00	Kansas City	Missouri	MO	Jackson County	-94.58310999999996	39.10344000000004	1	2023-02-24 22:00:00	14	14
Milwaukee WI	2023-02-24	2023-02-25 03:00:00	Milwaukee	Wisconsin	WI	Milwaukee County	-87.90689999999995	43.04223000000008	1	2023-02-24 22:00:00	14	14
Albuquerque-Santa Fe NM	2023-02-24	2023-02-25 03:00:00	Albuquerque	New Mexico	NM	Bernalillo County	-106.57998499999997	35.088640000000055	1	2023-02-24 22:00:00	14	14
Minneapolis-St. Paul MN	2023-02-24	2023-02-25 03:00:00	Saint Paul	Minnesota	MN	Hennepin County	-93.19663999999992	44.87207000000007	1	2023-02-24 22:00:00	14	14
Orlando-Daytona Beach-Melbourne FL	2023-02-24	2023-02-25 03:00:00	Melbourne	Florida	FL	Brevard County	-80.66641210933265	28.08223636700527	1	2023-02-24 22:00:00	14	14
Greensboro-High Point-Winston Salem NC	2023-02-24	2023-02-25 03:00:00	Township of Friendship	North Carolina	NC	Guilford County	-79.93700999999999	36.106130000000064	1	2023-02-24 22:00:00	14	14
Detroit MI	2023-02-24	2023-02-25 03:00:00	Detroit	Michigan	MI	Wayne County	-83.04799999999993	42.33168000000006	1	2023-02-24 22:00:00	14	14
New Orleans LA	2023-02-24	2023-02-25 03:00:00	New Orleans	Louisiana	LA	Orleans Parish	-90.07774999999998	29.953700000000023	1	2023-02-24 22:00:00	14	14
Columbus OH	2023-02-24	2023-02-25 03:00:00	Columbus	Ohio	OH	Franklin County	-83.00274999999993	39.96199000000007	1	2023-02-24 22:00:00	14	14
Glendive MT	2023-02-25	2023-02-26 03:00:00	Glendive	Montana	MT	Dawson County	-104.71457999999996	47.106130000000064	100	2023-02-25 22:00:00	12	1200
Alpena MI	2023-02-25	2023-02-26 03:00:00	Alpena	Michigan	MI	Alpena County	-83.44514999999996	45.06156000000004	5	2023-02-25 22:00:00	12	60
North Platte NE	2023-02-25	2023-02-26 03:00:00	North Platte	Nebraska	NE	Lincoln County	-100.76332999999993	41.13632000000007	6	2023-02-25 22:00:00	12	72
Zanesville OH	2023-02-25	2023-02-26 03:00:00	Zanesville	Ohio	OH	Muskingum County	-82.00138999999997	39.940540000000055	3	2023-02-25 22:00:00	12	36
Mankato MN	2023-02-25	2023-02-26 03:00:00	Mankato	Minnesota	MN	Blue Earth County	-94.00240999999994	44.16740000000004	2	2023-02-25 22:00:00	12	24
Fairbanks AK	2023-02-25	2023-02-26 03:00:00	Fairbanks	Alaska	AK	Fairbanks North Star Borough	-147.72209999999998	64.84525000000008	2	2023-02-25 22:00:00	12	24
Dothan AL	2023-02-25	2023-02-26 03:00:00	Dothan	Alabama	AL	Houston County	-85.39336999999993	31.223250000000064	2	2023-02-25 22:00:00	12	24
Casper-Riverton WY	2023-02-25	2023-02-26 03:00:00	Riverton	Wyoming	WY	Fremont County	-108.36304766184284	43.0829585806312	3	2023-02-25 22:00:00	12	36
Bowling Green KY	2023-02-25	2023-02-26 03:00:00	Bowling Green	Kentucky	KY	Warren County	-86.44557999999995	36.99462000000005	1	2023-02-25 22:00:00	12	12
Watertown NY	2023-02-25	2023-02-26 03:00:00	Watertown	New York	NY	Jefferson County	-75.91427999999996	43.97586000000008	1	2023-02-25 22:00:00	12	12
Greenwood-Greenville MS	2023-02-25	2023-02-26 03:00:00	Greenwood	Maine	ME	Oxford County	-70.67390999999998	44.336660000000045	3	2023-02-25 22:00:00	12	36
Joplin MO-Pittsburg KS	2023-02-25	2023-02-26 03:00:00	Pittsburg	Kansas	KS	Crawford County	-94.70037000938336	37.41058500363053	1	2023-02-25 22:00:00	12	12
Harrisonburg VA	2023-02-25	2023-02-26 03:00:00	Harrisonburg	Virginia	VA	City of Harrisonburg	-78.86969999999997	38.45163000000008	1	2023-02-25 22:00:00	12	12
Abilene-Sweetwater TX	2023-02-25	2023-02-26 03:00:00	Sweetwater	Texas	TX	Nolan County	-100.39898999999996	32.474590000000035	1	2023-02-25 22:00:00	12	12
Washington DC (Hagerstown MD)	2023-02-24	2023-02-25 03:00:00	Hagerstown	Maryland	MD	Washington County	-77.72770017407683	39.64561007964432	1	2023-02-24 22:00:00	14	14
Monroe LA-El Dorado AR	2023-02-25	2023-02-26 03:00:00	Monroe	Ohio	OH	Preble County	-84.67633999999998	39.88727000000006	1	2023-02-25 22:00:00	12	12
Tri-Cities TN-VA	2023-02-25	2023-02-26 03:00:00		Tennessee	TN	Sullivan County	-82.35488999999995	36.517360000000046	1	2023-02-25 22:00:00	12	12
Florence-Myrtle Beach SC	2023-02-25	2023-02-26 03:00:00	Myrtle Beach	South Carolina	SC	Horry County	-78.99494599999997	33.67792000000003	1	2023-02-25 22:00:00	12	12
Erie PA	2023-02-25	2023-02-26 03:00:00	Erie	Pennsylvania	PA	Erie County	-80.08549999999997	42.129820000000045	1	2023-02-25 22:00:00	12	12
Johnstown-Altoona PA	2023-02-25	2023-02-26 03:00:00	Altoona	Pennsylvania	PA	Blair County	-78.32129695025407	40.52020954635128	1	2023-02-25 22:00:00	12	12
Billings, MT	2023-02-25	2023-02-26 03:00:00	Billings	Montana	MT	Yellowstone County	-108.50606999999997	45.78426000000008	1	2023-02-25 22:00:00	12	12
Jonesboro AR	2023-02-25	2023-02-26 03:00:00	Jonesboro	Arkansas	AR	Craighead County	-90.70506999999996	35.83525000000003	1	2023-02-25 22:00:00	12	12
Hattiesburg-Laurel MS	2023-02-25	2023-02-26 03:00:00	Hattiesburg	Mississippi	MS	Forrest County	-89.33815899999996	31.325233000000026	1	2023-02-25 22:00:00	12	12
Dayton OH	2023-02-25	2023-02-26 03:00:00	Dayton	Ohio	OH	Montgomery County	-84.19380999999998	39.75920000000008	1	2023-02-25 22:00:00	12	12
Binghamton NY	2023-02-25	2023-02-26 03:00:00	Binghamton	New York	NY	Broome County	-75.91128999999995	42.09871000000004	1	2023-02-25 22:00:00	12	12
Boise ID	2023-02-25	2023-02-26 03:00:00	Boise	Idaho	ID	Ada County	-116.19339999999994	43.60764000000007	1	2023-02-25 22:00:00	12	12
St. Joseph MO	2023-02-26	2023-02-27 03:00:00	St Joseph	Missouri	MO	Buchanan County	-94.85607	39.76660000000004	100	2023-02-26 22:00:00	12	1200
Butte-Bozeman MT	2023-02-25	2023-02-26 03:00:00	Bozeman	Montana	MT	Gallatin County	-111.03221999999992	45.67934000000008	1	2023-02-25 22:00:00	12	12
Mankato MN	2023-02-26	2023-02-27 03:00:00	Mankato	Minnesota	MN	Blue Earth County	-94.00240999999994	44.16740000000004	46	2023-02-26 22:00:00	12	552
Harrisonburg VA	2023-02-26	2023-02-27 03:00:00	Harrisonburg	Virginia	VA	City of Harrisonburg	-78.86969999999997	38.45163000000008	37	2023-02-26 22:00:00	12	444
Jonesboro AR	2023-02-26	2023-02-27 03:00:00	Jonesboro	Arkansas	AR	Craighead County	-90.70506999999996	35.83525000000003	35	2023-02-26 22:00:00	12	420
Portland-Auburn ME	2023-02-25	2023-02-26 03:00:00	Auburn	Maine	ME	Androscoggin County	-70.28306819934934	44.021514101683046	1	2023-02-25 22:00:00	12	12
Ottumwa IA-Kirksville MO	2023-02-26	2023-02-27 03:00:00	Kirksville	Missouri	MO	Adair County	-92.57201999999997	40.19682000000006	57	2023-02-26 22:00:00	12	684
Fargo-Valley City ND	2023-02-25	2023-02-26 03:00:00	Valley City	North Dakota	ND	Barnes County	-98.00225999999996	46.92335000000002	1	2023-02-25 22:00:00	12	12
Alexandria LA	2023-02-26	2023-02-27 03:00:00	Alexandria	Louisiana	LA	Rapides Parish	-92.44567999999998	31.312660000000047	19	2023-02-26 22:00:00	12	228
Elmira NY	2023-02-26	2023-02-27 03:00:00	Elmira	New York	NY	Chemung County	-76.79892999999998	42.090640000000064	18	2023-02-26 22:00:00	12	216
Bowling Green KY	2023-02-26	2023-02-27 03:00:00	Bowling Green	Kentucky	KY	Warren County	-86.44557999999995	36.99462000000005	15	2023-02-26 22:00:00	12	180
Butte-Bozeman MT	2023-02-26	2023-02-27 03:00:00	Bozeman	Montana	MT	Gallatin County	-111.03221999999992	45.67934000000008	26	2023-02-26 22:00:00	12	312
Erie PA	2023-02-26	2023-02-27 03:00:00	Erie	Pennsylvania	PA	Erie County	-80.08549999999997	42.129820000000045	12	2023-02-26 22:00:00	12	144
Albany GA	2023-02-26	2023-02-27 03:00:00	Albany	Georgia	GA	Dougherty County	-84.15601999999996	31.58140000000003	11	2023-02-26 22:00:00	12	132
Lafayette IN	2023-02-26	2023-02-27 03:00:00	Lafayette	Indiana	IN	Tippecanoe County	-86.87597999999997	40.41738000000004	13	2023-02-26 22:00:00	12	156
Fargo-Valley City ND	2023-02-26	2023-02-27 03:00:00	Valley City	North Dakota	ND	Barnes County	-98.00225999999996	46.92335000000002	20	2023-02-26 22:00:00	12	240
Columbia-Jefferson City MO	2023-02-26	2023-02-27 03:00:00	Jefferson	Arkansas	AR	Columbia	-93.36837999999992	33.35105000000004	9	2023-02-26 22:00:00	12	108
Portland-Auburn ME	2023-02-26	2023-02-27 03:00:00	Auburn	Maine	ME	Androscoggin County	-70.28306819934934	44.021514101683046	9	2023-02-26 22:00:00	12	108
Sherman TX-Ada OK	2023-02-26	2023-02-27 03:00:00	Sherman	Texas	TX	Grayson County	-96.60912999999992	33.63604000000004	7	2023-02-26 22:00:00	12	84
Idaho Falls-Pocatello ID	2023-02-26	2023-02-27 03:00:00	Pocatello	Idaho	ID	Bannock County	-112.44707000002782	42.85455884157094	8	2023-02-26 22:00:00	12	96
Burlington VT-Plattsburgh NY	2023-02-26	2023-02-27 03:00:00	Burlington	Vermont	VT	Chittenden County	-73.25744093254113	44.51981909934685	8	2023-02-26 22:00:00	12	96
Bakersfield CA	2023-02-26	2023-02-27 03:00:00	Bakersfield	California	CA	Kern County	-119.01885999999996	35.36730000000006	6	2023-02-26 22:00:00	12	72
La Crosse-Eau Claire WI	2023-02-26	2023-02-27 03:00:00	Eau Claire	Wisconsin	WI	Eau Claire County	-91.46198630354552	44.76897105875712	7	2023-02-26 22:00:00	12	84
Rochester MN-Mason City IA-Austin MN	2023-02-26	2023-02-27 03:00:00	Rochester	Minnesota	MN	Olmsted County	-92.45932999999997	44.01932000000005	7	2023-02-26 22:00:00	12	84
Odessa-Midland TX	2023-02-26	2023-02-27 03:00:00	Midland	Texas	TX	Midland County	-102.07445999999996	32.00002000000006	6	2023-02-26 22:00:00	12	72
Wilmington NC	2023-02-26	2023-02-27 03:00:00	Wilmington	North Carolina	NC	New Hanover County	-77.94599999999997	34.23497000000003	6	2023-02-26 22:00:00	12	72
Beaumont-Port Arthur TX	2023-02-26	2023-02-27 03:00:00	Port Arthur	Texas	TX	Jefferson County	-93.94038406517004	29.878026013231256	6	2023-02-26 22:00:00	12	72
Eugene OR	2023-02-26	2023-02-27 03:00:00	Eugene	Oregon	OR	Lane County	-123.08836999999994	44.04992000000004	5	2023-02-26 22:00:00	12	60
Flint-Saginaw-Bay City MI	2023-02-26	2023-02-27 03:00:00	Bay City	Michigan	MI	Bay County	-83.88930356131523	43.59577191183817	6	2023-02-26 22:00:00	12	72
Dayton OH	2023-02-26	2023-02-27 03:00:00	Dayton	Ohio	OH	Montgomery County	-84.19380999999998	39.75920000000008	5	2023-02-26 22:00:00	12	60
Amarillo TX	2023-02-26	2023-02-27 03:00:00	Amarillo	Texas	TX	Potter County	-101.83388999999994	35.207250000000045	5	2023-02-26 22:00:00	12	60
Tri-Cities TN-VA	2023-02-26	2023-02-27 03:00:00		Tennessee	TN	Sullivan County	-82.35488999999995	36.517360000000046	5	2023-02-26 22:00:00	12	60
Jackson MS	2023-02-26	2023-02-27 03:00:00	Jackson	Mississippi	MS	Hinds County	-90.18043999999996	32.29896000000008	5	2023-02-26 22:00:00	12	60
Charleston SC	2023-02-26	2023-02-27 03:00:00	Charleston	South Carolina	SC	Charleston County	-79.93159999999993	32.781150000000025	5	2023-02-26 22:00:00	12	60
Topeka KS	2023-02-26	2023-02-27 03:00:00	Topeka	Kansas	KS	Shawnee County	-95.67117999999992	39.04928000000008	5	2023-02-26 22:00:00	12	60
Reno NV	2023-02-26	2023-02-27 03:00:00	Reno	Nevada	NV	Washoe County	-119.81352999999996	39.527660000000026	4	2023-02-26 22:00:00	12	48
Syracuse NY	2023-02-26	2023-02-27 03:00:00	Syracuse	New York	NY	Onondaga County	-76.14737999999994	43.05042000000003	4	2023-02-26 22:00:00	12	48
Wilkes Barre-Scranton PA	2023-02-26	2023-02-27 03:00:00	Pittston	Pennsylvania	PA	Luzerne County	-75.72943999999995	41.33717000000007	5	2023-02-26 22:00:00	12	60
New Orleans LA	2023-02-26	2023-02-27 03:00:00	New Orleans	Louisiana	LA	Orleans Parish	-90.07774999999998	29.953700000000023	4	2023-02-26 22:00:00	12	48
Madison WI	2023-02-26	2023-02-27 03:00:00	Madison	Wisconsin	WI	Dane County	-89.38643999999994	43.07313000000005	4	2023-02-26 22:00:00	12	48
Lincoln & Hastings-Kearney NE	2023-02-26	2023-02-27 03:00:00	Hastings	Nebraska	NE	Adams County	-98.38526599999992	40.616719000000046	6	2023-02-26 22:00:00	12	72
Lansing MI	2023-02-26	2023-02-27 03:00:00	Lansing	Michigan	MI	Ingham County	-84.55224999999997	42.73194000000007	4	2023-02-26 22:00:00	12	48
Macon GA	2023-02-26	2023-02-27 03:00:00	Macon	Georgia	GA	Bibb County	-83.62801999999994	32.83994000000007	3	2023-02-26 22:00:00	12	36
Indianapolis IN	2023-02-26	2023-02-27 03:00:00	Indianapolis	Indiana	IN	Marion County	-86.15011999999997	39.766910000000045	4	2023-02-26 22:00:00	12	48
Cincinnati OH	2023-02-26	2023-02-27 03:00:00	Cincinnati	Ohio	OH	Hamilton County	-84.51438999999993	39.12711000000007	3	2023-02-26 22:00:00	12	36
Toledo OH	2023-02-26	2023-02-27 03:00:00	Toledo	Ohio	OH	Lucas County	-83.53673999999995	41.65404000000007	3	2023-02-26 22:00:00	12	36
Springfield MO	2023-02-26	2023-02-27 03:00:00	Springfield	Missouri	MO	Greene County	-93.29159	37.20897000000008	3	2023-02-26 22:00:00	12	36
Champaign & Springfield-Decatur IL	2023-02-26	2023-02-27 03:00:00	Springfield	Illinois	IL	Sangamon County	-89.64715339040946	39.837449984549295	7	2023-02-26 22:00:00	12	84
Louisville KY	2023-02-26	2023-02-27 03:00:00	Louisville	Kentucky	KY	Jefferson County	-85.76665999999993	38.254890000000046	2	2023-02-26 22:00:00	12	24
Grand Rapids-Kalamazoo-Battle Creek MI	2023-02-26	2023-02-27 03:00:00	Battle Creek	Michigan	MI	Calhoun County	-85.18682211214454	42.32892060475615	2	2023-02-26 22:00:00	12	24
Cleveland-Akron (Canton) OH	2023-02-26	2023-02-27 03:00:00	Canton	Ohio	OH	Stark County	-81.38800503285043	40.77287999716256	2	2023-02-26 22:00:00	12	24
Houston TX	2023-02-26	2023-02-27 03:00:00	Houston	Texas	TX	Harris County	-95.36951999999997	29.760780000000068	2	2023-02-26 22:00:00	12	24
Oklahoma City OK	2023-02-26	2023-02-27 03:00:00	Oklahoma City	Oklahoma	OK	Oklahoma County	-97.52106999999997	35.472030000000075	2	2023-02-26 22:00:00	12	24
Greenville-Spartanburg SC-Asheville NC-Anderson SC	2023-02-26	2023-02-27 03:00:00	Anderson	South Carolina	SC	Anderson County	-82.64961999999997	34.50061000000005	3	2023-02-26 22:00:00	12	36
Greensboro-High Point-Winston Salem NC	2023-02-26	2023-02-27 03:00:00	Township of Friendship	North Carolina	NC	Guilford County	-79.93700999999999	36.106130000000064	4	2023-02-26 22:00:00	12	48
Spokane WA	2023-02-26	2023-02-27 03:00:00	Spokane	Washington	WA	Spokane County	-117.41161999999996	47.65726000000007	2	2023-02-26 22:00:00	12	24
Pittsburgh PA	2023-02-26	2023-02-27 03:00:00	Pittsburgh	Pennsylvania	PA	Allegheny County	-79.99733999999995	40.43851000000007	2	2023-02-26 22:00:00	12	24
Norfolk-Portsmouth-Newport News VA	2023-02-26	2023-02-27 03:00:00	Portsmouth	Rhode Island	RI	Newport	-71.25359999999995	41.58999000000006	2	2023-02-26 22:00:00	12	24
Wichita-Hutchinson KS	2023-02-26	2023-02-27 03:00:00	Hutchinson	Kansas	KS	Reno County	-97.84744978200544	38.148354836871526	2	2023-02-26 22:00:00	12	24
Portland OR	2023-02-26	2023-02-27 03:00:00	Portland	Oregon	OR	Multnomah County	-122.67562999999996	45.51179000000008	2	2023-02-26 22:00:00	12	24
Detroit MI	2023-02-26	2023-02-27 03:00:00	Detroit	Michigan	MI	Wayne County	-83.04799999999993	42.33168000000006	2	2023-02-26 22:00:00	12	24
San Antonio TX	2023-02-26	2023-02-27 03:00:00	San Antonio	Texas	TX	Bexar County	-98.49460999999997	29.42458000000005	2	2023-02-26 22:00:00	12	24
Richmond-Petersburg VA	2023-02-26	2023-02-27 03:00:00	Petersburg	Virginia	VA	City of Petersburg	-77.3686188360574	37.23828377309041	2	2023-02-26 22:00:00	12	24
Nashville TN	2023-02-26	2023-02-27 03:00:00	Nashville	Tennessee	TN	Davidson County	-86.77815999999996	36.16784000000007	2	2023-02-26 22:00:00	12	24
San Diego CA	2023-02-26	2023-02-27 03:00:00	San Diego	California	CA	San Diego County	-117.16170999999996	32.71568000000008	1	2023-02-26 22:00:00	12	12
Minneapolis-St. Paul MN	2023-02-26	2023-02-27 03:00:00	Saint Paul	Minnesota	MN	Hennepin County	-93.19663999999992	44.87207000000007	2	2023-02-26 22:00:00	12	24
Ft. Myers-Naples FL	2023-02-26	2023-02-27 03:00:00	Fort Myers	Florida	FL	Lee County	-81.87043099999994	26.52099800000008	1	2023-02-26 22:00:00	12	12
Raleigh-Durham (Fayetteville) NC	2023-02-26	2023-02-27 03:00:00	Raleigh	North Carolina	NC	Wake County	-78.71118521154975	35.64201403788981	2	2023-02-26 22:00:00	12	24
Columbus OH	2023-02-26	2023-02-27 03:00:00	Columbus	Ohio	OH	Franklin County	-83.00274999999993	39.96199000000007	1	2023-02-26 22:00:00	12	12
St. Louis MO	2023-02-26	2023-02-27 03:00:00	St Louis	Missouri	MO	City of St. Louis	-90.19955999999996	38.62775000000005	1	2023-02-26 22:00:00	12	12
Dallas-Ft. Worth TX	2023-02-26	2023-02-27 03:00:00	Dallas	Texas	TX	Tarrant County	-97.03982999999994	32.889850000000024	1	2023-02-26 22:00:00	12	12
Orlando-Daytona Beach-Melbourne FL	2023-02-26	2023-02-27 03:00:00	Melbourne	Florida	FL	Brevard County	-80.66641210933265	28.08223636700527	1	2023-02-26 22:00:00	12	12
Boston MA-Manchester NH	2023-02-26	2023-02-27 03:00:00	Manchester	New Hampshire	NH	Hillsborough County	-71.47493182459515	43.029593346961455	1	2023-02-26 22:00:00	12	12
Atlanta GA	2023-02-26	2023-02-27 03:00:00	Atlanta	Georgia	GA	Fulton County	-84.39110999999998	33.74831000000006	1	2023-02-26 22:00:00	12	12
Baltimore MD	2023-02-26	2023-02-27 03:00:00	Baltimore	Maryland	MD	City of Baltimore	-76.60925999999995	39.290580000000034	1	2023-02-26 22:00:00	12	12
Philadelphia PA	2023-02-26	2023-02-27 03:00:00	Philadelphia	Pennsylvania	PA	Philadelphia County	-75.16217999999996	39.95222000000008	1	2023-02-26 22:00:00	12	12
Hartford & New Haven CT	2023-02-26	2023-02-27 03:00:00	Plainville	Connecticut	CT	Hartford County	-72.88918499503713	41.686260009504046	2	2023-02-26 22:00:00	12	24
Seattle-Tacoma WA	2023-02-26	2023-02-27 03:00:00	Lakewood	Washington	WA	Pierce County	-122.50740001094871	47.146779998273935	1	2023-02-26 22:00:00	12	12
Las Vegas NV	2023-02-26	2023-02-27 03:00:00	Las Vegas	Nevada	NV	Clark County	-115.14000999999996	36.17193000000003	1	2023-02-26 22:00:00	12	12
